provider_community,provider_npi,providername,grouping,classification,specialization,org_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,hospital_community,owning_entity,org_address,org_location,latitude,longitude,color,specialization_cleaned
1374,1396932463,AMIT SINGH,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",388,806,6.151,23.455,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1374,1396932463,AMIT SINGH,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,43,78,36.346,41.389,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1396965034,KARIN MOOLMAN,Allopathic & Osteopathic Physicians,Family Medicine,,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,80,130,41.631,64.129,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Family Medicine
1359,1396965034,KARIN MOOLMAN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,316,497,7.149,22.075,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1359,1407033632,ROSETTE CHAKKALAKAL,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,28,63,1.492,5.75,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1407057946,SYEDA ZAIDI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1669567897,NORTHCREST MEDICAL CENTER,93,155,21.548,33.971,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,"Endocrinology, Diabetes & Metabolism"
1359,1407057946,SYEDA ZAIDI,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,503,894,6.122,24.822,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,"Endocrinology, Diabetes & Metabolism"
1336,1407090236,SEAN DONOVAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",90,124,26.355,65.726,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1336,1407090236,SEAN DONOVAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",70,107,26.832,62.407,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Internal Medicine
1336,1407090236,SEAN DONOVAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1548581598,SUMNER REGIONAL MEDICAL CENTER LLC,98,103,3.019,4.47,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Internal Medicine
1336,1407090236,SEAN DONOVAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,557,1430,0.651,9.302,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Internal Medicine
1349,1407141302,JOANNA SHEPHERD,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,224,582,0.153,3.689,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Internal Medicine
1349,1407141773,KELLY FOLTERMANN,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,387,927,0.019,0.591,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Internal Medicine
1349,1407274251,CHRISTIAN PETRAUSKIS,Allopathic & Osteopathic Physicians,Internal Medicine,,1861479545,MAURY REGIONAL HOSPITAL,167,232,0.0,0.0,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Internal Medicine
1353,1407811722,JEFFREY ANDERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,73,109,36.532,49.861,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1359,1407838931,CHRISTINA YNARES,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,36,92,10.826,24.852,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Nephrology
1340,1407848534,DOUG HOOPER,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,37,65,41.277,49.787,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1340,1407848534,DOUG HOOPER,Allopathic & Osteopathic Physicians,Family Medicine,,1649659582,"SAINT THOMAS DEKALB HOSPITAL, LLC",272,468,22.583,51.23,1340,Ascension Saint Thomas,"520 West Main St., Smithville, TN 37166","Saint Thomas DeKalb Hospital, 520, West Main Street, Smithville, DeKalb County, Middle Tennessee, Tennessee, 37166, United States",35.9612014,-85.829345,green,Family Medicine
1338,1407880016,RICHARD MEYER,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,101,156,28.718,41.761,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1338,1407880016,RICHARD MEYER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,32,55,34.527,40.739,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1407888357,WAYNE MURPHY,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,104,172,24.0,36.208,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1374,1407888357,WAYNE MURPHY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,27,55,24.909,25.503,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",141,179,37.391,62.343,1374,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1720032345,"HCA HEALTH SERVICES OF TENNESSEE, INC.",108,143,23.035,46.611,1332,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,106,146,33.774,55.324,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",168,226,36.752,49.74,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,53,66,48.0,59.034,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",180,227,34.471,56.626,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,82,100,47.21,69.212,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,74,98,45.388,68.266,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,126,211,21.408,36.309,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1337,1407890593,FAIZA REHMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1679924005,"CURAHEALTH NASHVILLE, LLC",60,100,4.99,5.229,1334,"Curahealth Nashville, LLC","1412 County Hospital Rd., Nashville, TN 37218","County Hospital Road, Bordeaux Hills, Nashville, Davidson County, Middle Tennessee, Tennessee, 37218, United States",36.1867877,-86.8405273,darkblue,Internal Medicine
1338,1407896749,ANGELO CANONICO,Allopathic & Osteopathic Physicians,Internal Medicine,Pulmonary Disease,1629025648,SAINT THOMAS WEST HOSPITAL,626,1004,7.779,28.838,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Pulmonary Disease
1359,1407903370,STEPHANIE MCABEE,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,339,415,1.655,6.779,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Gastroenterology
1359,1407943517,MARK LAWSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,485,528,5.417,22.245,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1381,1417004136,MARK CLAY,Allopathic & Osteopathic Physicians,Pediatrics,Pediatric Cardiology,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,76,129,0.0,0.0,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Pediatric Cardiology
1336,1417011008,GILBERT BAZALDUA,Allopathic & Osteopathic Physicians,Internal Medicine,,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,49,66,45.545,66.586,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Internal Medicine
1336,1417011008,GILBERT BAZALDUA,Allopathic & Osteopathic Physicians,Internal Medicine,,1538114434,HENDERSONVILLE HOSPITAL CORPORATION,38,58,33.845,55.518,1336,HCA Healthcare,"355 New Shackle Island Rd, Hendersonville, TN 37075","TriStar Hendersonville, 355, New Shackle Island Road, Glen Oaks, Hendersonville, Sumner County, Middle Tennessee, Tennessee, 37075, United States",36.3254227,-86.6227582,darkpurple,Internal Medicine
1336,1417011008,GILBERT BAZALDUA,Allopathic & Osteopathic Physicians,Internal Medicine,,1669567897,NORTHCREST MEDICAL CENTER,278,684,8.987,25.519,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Internal Medicine
1336,1417011008,GILBERT BAZALDUA,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,67,29.507,37.906,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1417040205,JOHN BEUERLEIN,Allopathic & Osteopathic Physicians,Internal Medicine,,1518346469,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",75,91,6.33,19.522,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Internal Medicine
1374,1417040205,JOHN BEUERLEIN,Allopathic & Osteopathic Physicians,Internal Medicine,,1508247016,"SAINT THOMAS RIVER PARK HOSPITAL, LLC",61,87,5.46,31.292,1374,Ascension Saint Thomas,"1559 Sparta St, McMinnville, TN 37110","St Thomas River Park Hospital, 1559, Sparta Street, McMinnville, Warren County, Middle Tennessee, Tennessee, 37110, United States",35.6998452,-85.742835,green,Internal Medicine
1374,1417046806,WARREN CLAYTON,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1669567897,NORTHCREST MEDICAL CENTER,92,163,18.822,33.234,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,"Endocrinology, Diabetes & Metabolism"
1374,1417046806,WARREN CLAYTON,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,152,989,0.305,6.973,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,"Endocrinology, Diabetes & Metabolism"
1374,1417046806,WARREN CLAYTON,Allopathic & Osteopathic Physicians,Internal Medicine,"Endocrinology, Diabetes & Metabolism",1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,50,70,31.857,39.477,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,"Endocrinology, Diabetes & Metabolism"
1359,1417049834,CRAIG SUSSMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,442,1227,0.698,6.802,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1417056854,JAMES POWERS,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,243,619,2.638,12.902,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Geriatric Medicine
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1639123615,HTI MEMORIAL HOSPITAL CORPORATION,56,58,27.517,26.532,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Interventional Cardiology
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1265487193,"HCA HEALTH SERVICES OF TENNESSEE, INC.",88,98,41.653,50.372,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Interventional Cardiology
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",5571,9007,0.578,8.745,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Interventional Cardiology
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1932146032,"HCA HEALTH SERVICES OF TENNESSEE, INC.",597,689,9.848,28.841,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Interventional Cardiology
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1750328852,"HCA HEALTH SERVICES OF TENNESSEE, INC.",240,301,10.266,32.376,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Interventional Cardiology
1340,1417131715,JOHN RIDDICK,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1669567897,NORTHCREST MEDICAL CENTER,104,118,48.364,59.098,1336,HCA Healthcare,"100 NorthCrest Dr, Springfield, TN 37172","Northcrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States",36.4788508,-86.8865094,darkpurple,Interventional Cardiology
1340,1417169319,SYDNEY HESTER,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",240,928,1.14,9.238,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Infectious Disease
1359,1417190711,HEATHER RIDINGER,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,178,320,10.25,24.964,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1417191453,EDWARD GOULD,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,396,713,3.123,10.537,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Nephrology
1340,1417273061,SAMUEL HORR,Allopathic & Osteopathic Physicians,Internal Medicine,Interventional Cardiology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",152,304,0.046,0.803,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Interventional Cardiology
1359,1417368770,MANHAL IZZY,Allopathic & Osteopathic Physicians,Internal Medicine,Transplant Hepatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,105,129,0.992,3.101,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Transplant Hepatology
1349,1417900820,DENNIS MCCRACKEN,Allopathic & Osteopathic Physicians,Family Medicine,,1861479545,MAURY REGIONAL HOSPITAL,122,132,5.5,18.103,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Family Medicine
1349,1417900820,DENNIS MCCRACKEN,Allopathic & Osteopathic Physicians,Family Medicine,,1578591756,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,155,171,0.0,0.0,1349,Maury Regional Health,"1080 N Ellington Pkwy, Lewisburg, TN 37091","Marshall Medical Center, 1080, North Ellington Parkway, Wallace Acres, Lewisburg, Marshall County, Middle Tennessee, Tennessee, 37091, United States",35.464732,-86.7854787,orange,Family Medicine
1353,1417903378,ROBERT LAGRONE,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",35,58,35.207,53.383,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Rheumatology
1353,1417903378,ROBERT LAGRONE,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",69,126,32.754,40.998,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Rheumatology
1353,1417903378,ROBERT LAGRONE,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1780778969,SAINT THOMAS WEST HOSPITAL,45,127,16.787,38.928,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Rheumatology
1353,1417903378,ROBERT LAGRONE,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,62,110,36.764,41.845,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Rheumatology
1359,1417938432,JOHN ENDSLEY,Allopathic & Osteopathic Physicians,Internal Medicine,Nephrology,1629025648,SAINT THOMAS WEST HOSPITAL,38,63,29.095,46.041,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Nephrology
